stage,C,l1_ratio,valid_accuracy,valid_precision,valid_recall,valid_specificity,valid_f1,valid_gmean,valid_log_loss,valid_roc_auc,valid_pr_auc,tn,fp,fn,tp
refine,43.81942421619436,0.125,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5170007113882104,0.7073497173185647,0.34152798140290264,890,180,87,75
refine,38.31186849557287,0.263,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5170074003939245,0.7073612553363332,0.3414775987973358,890,180,87,75
refine,43.81942421619436,0.138,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5170087604498413,0.7073381793007961,0.34152445269080023,890,180,87,75
refine,50.11872336272722,0.0,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5170127261807012,0.707338179300796,0.34152073790482657,890,180,87,75
refine,38.31186849557287,0.275,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5170159690213748,0.7073727933541019,0.34151816575665744,890,180,87,75
refine,43.81942421619436,0.15,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.517016282715525,0.7073324102919117,0.3415102340303919,890,180,87,75
refine,50.11872336272722,0.013,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5170198580962747,0.707338179300796,0.34152073790482657,890,180,87,75
refine,43.81942421619436,0.163,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.517024438723194,0.7073381793007961,0.34150734242136704,890,180,87,75
refine,38.31186849557287,0.288,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5170252915934794,0.7073670243452175,0.3415169128061828,890,180,87,75
refine,50.11872336272722,0.025,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5170264810933328,0.7073266412830275,0.341509495594042,890,180,87,75
coarse,17.78279410038923,0.75,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5170283315484699,0.7074477904695974,0.3415195590251096,890,180,87,75
refine,43.81942421619436,0.175,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5170319737384368,0.7073497173185647,0.34151537791594644,890,180,87,75
refine,50.11872336272722,0.038,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5170336254322903,0.7073266412830275,0.34151080909646586,890,180,87,75
refine,38.31186849557287,0.3,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5170339053299166,0.7073727933541017,0.3415212530922309,890,180,87,75
coarse,31.622776601683793,0.45,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5170356425737493,0.7073843313718704,0.3415457288260953,890,180,87,75
refine,43.81942421619436,0.188,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5170402187856187,0.7073497173185647,0.34151537791594644,890,180,87,75
refine,50.11872336272722,0.05,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5170402248008311,0.7073324102919117,0.34151633395000897,890,180,87,75
refine,50.11872336272722,0.063,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5170472549321374,0.7073324102919119,0.3415224789218637,890,180,87,75
refine,43.81942421619436,0.2,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5170477279013039,0.7073439483096804,0.3415134030750247,890,180,87,75
refine,50.11872336272722,0.075,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5170538845726641,0.7073324102919119,0.3415162042914677,890,180,87,75
refine,43.81942421619436,0.213,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5170557876424638,0.7073554863274489,0.34152764896664184,890,180,87,75
refine,50.11872336272722,0.088,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5170610493893266,0.7073266412830276,0.3415109448617763,890,180,87,75
refine,43.81942421619436,0.225,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5170633693654997,0.7073554863274489,0.34152782507895035,890,180,87,75
refine,50.11872336272722,0.1,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5170675898483782,0.7073439483096804,0.3415299672643564,890,180,87,75
refine,43.81942421619436,0.238,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5170715681147671,0.7073554863274489,0.3415307659391729,890,180,87,75
refine,50.11872336272722,0.113,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5170748336939253,0.7073381793007962,0.3415287262966072,890,180,87,75
refine,43.81942421619436,0.25,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5170790636990772,0.7073554863274489,0.34153237133566816,890,180,87,75
coarse,31.622776601683793,0.5,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5170792392774569,0.7074247144340603,0.34156855252546914,890,180,87,75
refine,50.11872336272722,0.125,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5170814631980268,0.7073381793007962,0.3415287262966072,890,180,87,75
coarse,56.23413251903491,0.0,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5170815100004102,0.7073266412830276,0.341526759666778,890,180,87,75
refine,43.81942421619436,0.263,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5170873448620352,0.7073554863274489,0.3415324115765873,890,180,87,75
refine,50.11872336272722,0.138,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.517088713829414,0.7073266412830277,0.34152293381354076,890,180,87,75
refine,43.81942421619436,0.275,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5170949965236611,0.707355486327449,0.3415292880017209,890,180,87,75
refine,50.11872336272722,0.15,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.517095376338316,0.7073266412830277,0.3415211440972133,890,180,87,75
refine,50.11872336272722,0.163,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5171026063611129,0.7073324102919119,0.3415232873170549,890,180,87,75
