stage,C,l1_ratio,best_cutoff,valid_accuracy,valid_precision,valid_recall,valid_specificity,valid_f1,valid_gmean,valid_log_loss,valid_roc_auc,valid_pr_auc,tn,fp,fn,tp
refine,0.06944910713781212,0.817,0.39586601479037997,0.7126623376623377,0.2486910994764398,0.5864197530864198,0.7317757009345794,0.3492647058823529,0.6550784119910362,0.5121734211586098,0.7014307142032999,0.33191355463703864,783.0,287.0,67.0,95.0
refine,0.06072021956909886,0.75,0.3948053956610957,0.7126623376623377,0.2486910994764398,0.5864197530864198,0.7317757009345794,0.3492647058823529,0.6550784119910362,0.5138716614212292,0.7012057228568132,0.33117993263263157,783.0,287.0,67.0,95.0
refine,0.06072021956909886,0.683,0.39500894961707883,0.7126623376623377,0.2486910994764398,0.5864197530864198,0.7317757009345794,0.3492647058823529,0.6550784119910362,0.5139060283234875,0.7060228452751818,0.3299346166150412,783.0,287.0,67.0,95.0
coarse,0.05623413251903491,0.65,0.3954919114066696,0.7126623376623377,0.2486910994764398,0.5864197530864198,0.7317757009345794,0.3492647058823529,0.6550784119910362,0.5152283135400506,0.7061959155417099,0.3286025448960878,783.0,287.0,67.0,95.0
refine,0.053088444423098846,0.633,0.3953789429444025,0.7126623376623377,0.2486910994764398,0.5864197530864198,0.7317757009345794,0.3492647058823529,0.6550784119910362,0.516294571562146,0.7057401638398524,0.32693383512644375,783.0,287.0,67.0,95.0
refine,0.053088444423098846,0.65,0.39474925313883147,0.7126623376623377,0.2486910994764398,0.5864197530864198,0.7317757009345794,0.3492647058823529,0.6550784119910362,0.5163057176799494,0.7042979116187839,0.32736296948059485,783.0,287.0,67.0,95.0
refine,0.04058198942243799,0.567,0.39290247688580376,0.7126623376623377,0.2486910994764398,0.5864197530864198,0.7317757009345794,0.3492647058823529,0.6550784119910362,0.521794542713758,0.7009865005192109,0.3234552602225662,783.0,287.0,67.0,95.0
coarse,0.001,0.0,0.38221417789628453,0.6298701298701299,0.21621621621621623,0.691358024691358,0.6205607476635514,0.32941176470588235,0.6550035516740845,0.5437513000345706,0.7133206415137879,0.30000904685297364,664.0,406.0,50.0,112.0
coarse,0.0005623413251903491,0.0,0.3822935553362421,0.6298701298701299,0.21621621621621623,0.691358024691358,0.6205607476635514,0.32941176470588235,0.6550035516740845,0.5442642069455218,0.7130379600784584,0.2996351925390184,664.0,406.0,50.0,112.0
coarse,0.00031622776601683794,0.0,0.3823369650483104,0.6298701298701299,0.21621621621621623,0.691358024691358,0.6205607476635514,0.32941176470588235,0.6550035516740845,0.5445557320082026,0.7129629629629629,0.29961266550858673,664.0,406.0,50.0,112.0
coarse,0.00017782794100389227,0.0,0.382360841344141,0.6298701298701299,0.21621621621621623,0.691358024691358,0.6205607476635514,0.32941176470588235,0.6550035516740845,0.544723087759765,0.7128879658474673,0.2995798566853799,664.0,406.0,50.0,112.0
coarse,0.0001,0.0,0.38237446960927945,0.6298701298701299,0.21621621621621623,0.691358024691358,0.6205607476635514,0.32941176470588235,0.6550035516740845,0.5448179516557768,0.7128071997230876,0.29940550853424724,664.0,406.0,50.0,112.0
coarse,0.31622776601683794,0.1,0.35000000000000003,0.6217532467532467,0.21428571428571427,0.7037037037037037,0.6093457943925233,0.3285302593659942,0.654827375993318,0.5023262396133938,0.7182127610476521,0.333092729921017,652.0,418.0,48.0,114.0
refine,0.06072021956909886,0.9,0.37,0.6501623376623377,0.22153209109730848,0.6604938271604939,0.6485981308411215,0.33178294573643413,0.6545189544454729,0.5124958108285403,0.6997000115380178,0.3323610791513481,694.0,376.0,55.0,107.0
refine,0.07943282347242817,0.883,0.3782448891354327,0.6737012987012987,0.22972972972972974,0.6296296296296297,0.680373831775701,0.33663366336633666,0.6545101402657002,0.5117258332211473,0.7016037844698281,0.3331533775477571,728.0,342.0,60.0,102.0
refine,0.07943282347242817,0.9,0.3783936792837236,0.6737012987012987,0.22972972972972974,0.6296296296296297,0.680373831775701,0.33663366336633666,0.6545101402657002,0.5119381473818371,0.7015114803276796,0.3337968084932077,728.0,342.0,60.0,102.0
coarse,0.01,0.1,0.38340783726594485,0.6737012987012987,0.22972972972972974,0.6296296296296297,0.680373831775701,0.33663366336633666,0.6545101402657002,0.5376185004665621,0.7127956617053189,0.3133359635608146,728.0,342.0,60.0,102.0
refine,0.39810717055349715,0.533,0.3794620102167764,0.6891233766233766,0.23627684964200477,0.6111111111111112,0.7009345794392523,0.3407917383820998,0.6544836970141585,0.5052040403059757,0.7171454944040614,0.33810890232182716,750.0,320.0,63.0,99.0
refine,0.39810717055349715,0.55,0.37958117339359504,0.6891233766233766,0.23627684964200477,0.6111111111111112,0.7009345794392523,0.3407917383820998,0.6544836970141585,0.5053650452723801,0.7171685704395985,0.3382344589176256,750.0,320.0,63.0,99.0
refine,0.06944910713781212,0.867,0.38689874941436964,0.6891233766233766,0.23627684964200477,0.6111111111111112,0.7009345794392523,0.3407917383820998,0.6544836970141585,0.5122239755759552,0.7003461405330564,0.3328679848408618,750.0,320.0,63.0,99.0
refine,0.053088444423098846,0.867,0.38701704875707443,0.6891233766233766,0.23627684964200477,0.6111111111111112,0.7009345794392523,0.3407917383820998,0.6544836970141585,0.513444517837655,0.6994404061382253,0.33193204807872395,750.0,320.0,63.0,99.0
refine,0.04058198942243799,0.867,0.3862776113394348,0.6891233766233766,0.23627684964200477,0.6111111111111112,0.7009345794392523,0.3407917383820998,0.6544836970141585,0.5162950599841658,0.6994115610938041,0.3319135953589158,750.0,320.0,63.0,99.0
coarse,0.03162277660168379,0.85,0.3854162789235032,0.6891233766233766,0.23627684964200477,0.6111111111111112,0.7009345794392523,0.3407917383820998,0.6544836970141585,0.5218748012358487,0.6994865582092996,0.3320053155747536,750.0,320.0,63.0,99.0
coarse,0.03162277660168379,0.4,0.38622506074769813,0.6891233766233766,0.23627684964200477,0.6111111111111112,0.7009345794392523,0.3407917383820998,0.6544836970141585,0.5258548350301806,0.7066343602169146,0.3212456033190758,750.0,320.0,63.0,99.0
coarse,0.01,0.4,0.3825355621748335,0.6891233766233766,0.23627684964200477,0.6111111111111112,0.7009345794392523,0.3407917383820998,0.6544836970141585,0.5429215522378158,0.7000576900888427,0.33804692115519375,750.0,320.0,63.0,99.0
coarse,0.5623413251903491,0.05,0.35070832969657023,0.6371753246753247,0.21782178217821782,0.6790123456790124,0.6308411214953271,0.32983508245877063,0.6544836970141585,0.5022943106475933,0.716210914964809,0.33609844686596635,675.0,395.0,52.0,110.0
refine,0.39810717055349715,0.5,0.35006578002211897,0.6371753246753247,0.21782178217821782,0.6790123456790124,0.6308411214953271,0.32983508245877063,0.6544836970141585,0.5048817779931367,0.7172551055728627,0.3376460613183726,675.0,395.0,52.0,110.0
refine,0.39810717055349715,0.517,0.34897580210815937,0.6371753246753247,0.21782178217821782,0.6790123456790124,0.6308411214953271,0.32983508245877063,0.6544836970141585,0.5050459147124878,0.7172147225106726,0.3376157255689708,675.0,395.0,52.0,110.0
coarse,1.0,1.0,0.3550813787864107,0.6590909090909091,0.22435897435897437,0.6481481481481481,0.6607476635514019,0.3333333333333333,0.6544175842106146,0.5152030184309221,0.7110707280489212,0.34111638315082515,707.0,363.0,57.0,105.0
coarse,0.31622776601683794,0.05,0.35000000000000003,0.6209415584415584,0.21388367729831145,0.7037037037037037,0.608411214953271,0.32805755395683456,0.654325015063223,0.5021433999546608,0.71842621437637,0.33337528316605086,651.0,419.0,48.0,114.0
refine,0.06072021956909886,0.733,0.39,0.6996753246753247,0.24129353233830847,0.5987654320987654,0.7149532710280374,0.34397163120567376,0.654285338562258,0.5138763831821724,0.702446059766932,0.3311354473861732,765.0,305.0,65.0,97.0
refine,0.06072021956909886,0.7,0.39,0.6996753246753247,0.24129353233830847,0.5987654320987654,0.7149532710280374,0.34397163120567376,0.654285338562258,0.5139214354712276,0.7046498211607246,0.32999884498091814,765.0,305.0,65.0,97.0
coarse,0.05623413251903491,0.7,0.39,0.6996753246753247,0.24129353233830847,0.5987654320987654,0.7149532710280374,0.34397163120567376,0.654285338562258,0.5152139872445919,0.7023941386869736,0.329722348819573,765.0,305.0,65.0,97.0
refine,0.053088444423098846,0.7,0.3918439387470991,0.7045454545454546,0.2436548223350254,0.5925925925925926,0.7214953271028037,0.34532374100719426,0.6538752070779952,0.5161943025989043,0.7009172724125995,0.32923889587934163,772.0,298.0,66.0,96.0
refine,0.04058198942243799,0.533,0.3908646840687726,0.7045454545454546,0.2436548223350254,0.5925925925925926,0.7214953271028037,0.34532374100719426,0.6538752070779952,0.5216415535115552,0.7042056074766356,0.3232928932416018,772.0,298.0,66.0,96.0
refine,0.04058198942243799,0.55,0.39135731316078404,0.7045454545454546,0.2436548223350254,0.5925925925925926,0.7214953271028037,0.34532374100719426,0.6538752070779952,0.5217283406239434,0.7025210568824275,0.323736575447888,772.0,298.0,66.0,96.0
coarse,0.31622776601683794,0.0,0.35000000000000003,0.6193181818181818,0.2130841121495327,0.7037037037037037,0.6065420560747663,0.32711621233859395,0.6533191343530913,0.5019757261035984,0.7187204338294682,0.33358279996704177,649.0,421.0,48.0,114.0
coarse,1.7782794100389228,0.0,0.34531190429655356,0.6436688311688312,0.21906693711967545,0.6666666666666666,0.6401869158878505,0.3297709923664122,0.6532926428933414,0.5072978694632344,0.7115264797507789,0.33827918329059714,685.0,385.0,54.0,108.0
coarse,1.7782794100389228,0.25,0.3447330246753112,0.6436688311688312,0.21906693711967545,0.6666666666666666,0.6401869158878505,0.3297709923664122,0.6532926428933414,0.5087777795653504,0.7113303334487137,0.33998217917083046,685.0,385.0,54.0,108.0
coarse,1.7782794100389228,0.3,0.3442389304577093,0.6436688311688312,0.21906693711967545,0.6666666666666666,0.6401869158878505,0.3297709923664122,0.6532926428933414,0.5091114801509824,0.7113361024575977,0.34010712924862774,685.0,385.0,54.0,108.0
coarse,1.7782794100389228,0.35,0.3440861771655736,0.6436688311688312,0.21906693711967545,0.6666666666666666,0.6401869158878505,0.3297709923664122,0.6532926428933414,0.5094595032966014,0.7112899503865237,0.3404576634440666,685.0,385.0,54.0,108.0
coarse,1.7782794100389228,0.4,0.3439440084000221,0.6436688311688312,0.21906693711967545,0.6666666666666666,0.6401869158878505,0.3297709923664122,0.6532926428933414,0.5098227299872838,0.7111457251644167,0.34020863584094146,685.0,385.0,54.0,108.0
coarse,1.7782794100389228,0.45,0.3440673379809303,0.6436688311688312,0.21906693711967545,0.6666666666666666,0.6401869158878505,0.3297709923664122,0.6532926428933414,0.5102021147795951,0.71096111688012,0.34028175492902035,685.0,385.0,54.0,108.0
coarse,1.7782794100389228,0.5,0.3438822675082884,0.6436688311688312,0.21906693711967545,0.6666666666666666,0.6401869158878505,0.3297709923664122,0.6532926428933414,0.5105987029017341,0.7108168916580133,0.3402864227110215,685.0,385.0,54.0,108.0
coarse,0.05623413251903491,0.95,0.3669995908793226,0.6436688311688312,0.21906693711967545,0.6666666666666666,0.6401869158878505,0.3297709923664122,0.6532926428933414,0.5120022881905328,0.7004499826929734,0.33431325980419485,685.0,385.0,54.0,108.0
refine,0.06944910713781212,0.85,0.36698421337239584,0.6436688311688312,0.21906693711967545,0.6666666666666666,0.6401869158878505,0.3297709923664122,0.6532926428933414,0.5121758235040759,0.7004788277373948,0.33210335662990065,685.0,385.0,54.0,108.0
coarse,0.03162277660168379,0.9,0.37585194253808585,0.6436688311688312,0.21906693711967545,0.6666666666666666,0.6401869158878505,0.3297709923664122,0.6532926428933414,0.5205256965132887,0.7003403715241722,0.3344499570937649,685.0,385.0,54.0,108.0
coarse,0.05623413251903491,0.9,0.37,0.6477272727272727,0.22016460905349794,0.6604938271604939,0.6457943925233645,0.33024691358024694,0.6531027559860264,0.5126139681713568,0.6996077073958695,0.33227214812010575,691.0,379.0,55.0,107.0
coarse,0.5623413251903491,0.0,0.35000000000000003,0.6347402597402597,0.21653543307086615,0.6790123456790124,0.6280373831775701,0.3283582089552239,0.6530276691883051,0.5020494905520407,0.7162801430714203,0.335829964777971,672.0,398.0,52.0,110.0
coarse,0.31622776601683794,0.25,0.37563022861983675,0.6810064935064936,0.23201856148491878,0.6172839506172839,0.6906542056074766,0.3372681281618887,0.6529393207242347,0.5030702402257805,0.718316603207569,0.333821896019393,739.0,331.0,62.0,100.0
coarse,0.05623413251903491,1.0,0.38092269771388276,0.6810064935064936,0.23201856148491878,0.6172839506172839,0.6906542056074766,0.3372681281618887,0.6529393207242347,0.5120210638536198,0.7005711318795431,0.3374301780002825,739.0,331.0,62.0,100.0
refine,0.053088444423098846,0.9,0.38256562966883584,0.6810064935064936,0.23201856148491878,0.6172839506172839,0.6906542056074766,0.3372681281618887,0.6529393207242347,0.5128182719848854,0.699619245413638,0.3322557952193797,739.0,331.0,62.0,100.0
refine,0.06072021956909886,0.8,0.38449233776051006,0.6810064935064936,0.23201856148491878,0.6172839506172839,0.6906542056074766,0.3372681281618887,0.6529393207242347,0.5136039454989175,0.6996942425291336,0.3303786737396857,739.0,331.0,62.0,100.0
refine,0.046415888336127795,0.9,0.3827599792861062,0.6810064935064936,0.23201856148491878,0.6172839506172839,0.6906542056074766,0.3372681281618887,0.6529393207242347,0.5137265015066622,0.6996365524402909,0.33228893679356725,739.0,331.0,62.0,100.0
coarse,0.01778279410038923,0.65,0.38272891316830915,0.6810064935064936,0.23201856148491878,0.6172839506172839,0.6906542056074766,0.3372681281618887,0.6529393207242347,0.537999766909782,0.6995730933425637,0.3322253701489012,739.0,331.0,62.0,100.0
coarse,0.005623413251903491,0.05,0.38324462844583357,0.6810064935064936,0.23201856148491878,0.6172839506172839,0.6906542056074766,0.3372681281618887,0.6529393207242347,0.5404802700881598,0.713534094842506,0.310208851270379,739.0,331.0,62.0,100.0
coarse,0.01778279410038923,0.2,0.38291083686831745,0.6655844155844156,0.22587719298245615,0.6358024691358025,0.6700934579439253,0.3333333333333333,0.6527228164485257,0.5330447573305979,0.711024575977847,0.31663364849153347,717.0,353.0,59.0,103.0
refine,0.053088444423098846,0.667,0.39,0.6964285714285714,0.23891625615763548,0.5987654320987654,0.711214953271028,0.3415492957746479,0.6525725467796131,0.5163304202255834,0.7025268258913119,0.32760032971926434,761.0,309.0,65.0,97.0
coarse,1.7782794100389228,0.55,0.34,0.637987012987013,0.21713147410358566,0.6728395061728395,0.6327102803738318,0.32831325301204817,0.6524664532351129,0.5110136393334128,0.7106553594092535,0.34048636896724127,677.0,393.0,53.0,109.0
coarse,0.31622776601683794,0.15,0.3502270512142738,0.6217532467532467,0.21320754716981133,0.6975308641975309,0.6102803738317757,0.3265895953757225,0.6524487693004491,0.5025376466385493,0.7182646821276104,0.33312013638331434,653.0,417.0,49.0,113.0
refine,0.053088444423098846,0.683,0.3897965702606718,0.6956168831168831,0.23832923832923833,0.5987654320987654,0.7102803738317757,0.3409490333919156,0.6521436459467007,0.5163014657849025,0.7014884042921425,0.3285323840912767,760.0,310.0,65.0,97.0
coarse,0.03162277660168379,0.95,0.3854861954821087,0.6956168831168831,0.23832923832923833,0.5987654320987654,0.7102803738317757,0.3409490333919156,0.6521436459467007,0.5187661659933996,0.7005595938617746,0.33780092391617017,760.0,310.0,65.0,97.0
refine,0.046415888336127795,0.617,0.3896237745917837,0.6956168831168831,0.23832923832923833,0.5987654320987654,0.7102803738317757,0.3409490333919156,0.6521436459467007,0.5190257958877061,0.7017422406830506,0.32515937406771755,760.0,310.0,65.0,97.0
refine,0.06072021956909886,0.883,0.37086985118410526,0.6501623376623377,0.2203742203742204,0.654320987654321,0.6495327102803738,0.3297045101088647,0.6519224528304284,0.5126842422861982,0.6996019383869851,0.33236828312223976,695.0,375.0,56.0,106.0
refine,0.053088444423098846,0.883,0.3720594648586626,0.6501623376623377,0.2203742203742204,0.654320987654321,0.6495327102803738,0.3297045101088647,0.6519224528304284,0.5131371405716021,0.6996250144225222,0.33234853593904057,695.0,375.0,56.0,106.0
refine,0.046415888336127795,0.883,0.37337660785210997,0.6501623376623377,0.2203742203742204,0.654320987654321,0.6495327102803738,0.3297045101088647,0.6519224528304284,0.5141581829578497,0.699578862351448,0.3322761499734411,695.0,375.0,56.0,106.0
refine,0.04058198942243799,0.883,0.37482846898749755,0.6501623376623377,0.2203742203742204,0.654320987654321,0.6495327102803738,0.3297045101088647,0.6519224528304284,0.5158359712049523,0.6996307834314064,0.332331025673453,695.0,375.0,56.0,106.0
refine,0.03548133892335755,0.883,0.376391487230906,0.6501623376623377,0.2203742203742204,0.654320987654321,0.6495327102803738,0.3297045101088647,0.6519224528304284,0.5182654920056661,0.6995096342448368,0.33220727435473774,695.0,375.0,56.0,106.0
coarse,3.1622776601683795,0.35,0.33346230615812744,0.6282467532467533,0.21428571428571427,0.6851851851851852,0.6196261682242991,0.3264705882352941,0.6515816685729833,0.512159570071185,0.7095880927656629,0.34084848066532847,663.0,407.0,51.0,111.0
coarse,1.7782794100389228,0.85,0.33481575829414956,0.6282467532467533,0.21428571428571427,0.6851851851851852,0.6196261682242991,0.3264705882352941,0.6515816685729833,0.5139692682748122,0.7100899965385947,0.34159816533687404,663.0,407.0,51.0,111.0
coarse,0.03162277660168379,0.65,0.39,0.7053571428571429,0.24296675191815856,0.5864197530864198,0.7233644859813084,0.3435804701627486,0.6513027124622189,0.5251035377796746,0.7004095996307834,0.32463451735417503,774.0,296.0,67.0,95.0
refine,0.06072021956909886,0.767,0.39488428904548983,0.711038961038961,0.24607329842931938,0.5802469135802469,0.7308411214953271,0.34558823529411764,0.6512052710668041,0.5137693927904796,0.7007499711549555,0.3315886595269274,782.0,288.0,68.0,94.0
refine,0.046415888336127795,0.65,0.39420734957352144,0.711038961038961,0.24607329842931938,0.5802469135802469,0.7308411214953271,0.34558823529411764,0.6512052710668041,0.518883438618973,0.7002076843198339,0.32582879484301874,782.0,288.0,68.0,94.0
refine,0.046415888336127795,0.633,0.39409284402541234,0.711038961038961,0.24607329842931938,0.5802469135802469,0.7308411214953271,0.34558823529411764,0.6512052710668041,0.5189922697771774,0.7007038190838815,0.32539011159780434,782.0,288.0,68.0,94.0
refine,0.04058198942243799,0.667,0.3929455191598006,0.711038961038961,0.24607329842931938,0.5802469135802469,0.7308411214953271,0.34558823529411764,0.6512052710668041,0.5205413197878161,0.7002596053997923,0.32557922670148487,782.0,288.0,68.0,94.0
refine,0.04058198942243799,0.65,0.39276328903901603,0.711038961038961,0.24607329842931938,0.5802469135802469,0.7308411214953271,0.34558823529411764,0.6512052710668041,0.5208045609400322,0.700253836390908,0.32477775687684635,782.0,288.0,68.0,94.0
refine,0.04058198942243799,0.633,0.3929583816422064,0.711038961038961,0.24607329842931938,0.5802469135802469,0.7308411214953271,0.34558823529411764,0.6512052710668041,0.5210570836568376,0.7003749855774777,0.3246489281474269,782.0,288.0,68.0,94.0
refine,0.03548133892335755,0.683,0.3916963055025531,0.711038961038961,0.24607329842931938,0.5802469135802469,0.7308411214953271,0.34558823529411764,0.6512052710668041,0.522535875565873,0.7002076843198339,0.32580632156225475,782.0,288.0,68.0,94.0
refine,0.03548133892335755,0.667,0.39151937271095016,0.711038961038961,0.24607329842931938,0.5802469135802469,0.7308411214953271,0.34558823529411764,0.6512052710668041,0.5227674553952887,0.7002999884619823,0.3250314940121533,782.0,288.0,68.0,94.0
refine,0.03548133892335755,0.65,0.3916975384488765,0.711038961038961,0.24607329842931938,0.5802469135802469,0.7308411214953271,0.34558823529411764,0.6512052710668041,0.5230015919752695,0.7003807545863621,0.32465609061640216,782.0,288.0,68.0,94.0
coarse,0.01,0.35,0.38343407438783367,0.711038961038961,0.24607329842931938,0.5802469135802469,0.7308411214953271,0.34558823529411764,0.6512052710668041,0.5419095805210502,0.7002653744086766,0.3244338408002863,782.0,288.0,68.0,94.0
coarse,3.1622776601683795,0.1,0.33,0.6233766233766234,0.21292775665399238,0.691358024691358,0.6130841121495327,0.32558139534883723,0.6510457900527089,0.5108799181274741,0.7099169262720665,0.3404475356482979,656.0,414.0,50.0,112.0
coarse,3.1622776601683795,0.15,0.33,0.6233766233766234,0.21292775665399238,0.691358024691358,0.6130841121495327,0.32558139534883723,0.6510457900527089,0.5111220719302808,0.7099400023076037,0.3406748592086923,656.0,414.0,50.0,112.0
coarse,3.1622776601683795,0.3,0.33,0.6233766233766234,0.21292775665399238,0.691358024691358,0.6130841121495327,0.32558139534883723,0.6510457900527089,0.5118899556655144,0.7095996307834315,0.34064818282002096,656.0,414.0,50.0,112.0
coarse,3.1622776601683795,0.6,0.33,0.6233766233766234,0.21292775665399238,0.691358024691358,0.6130841121495327,0.32558139534883723,0.6510457900527089,0.5136323418614647,0.7091496480904581,0.34152021947214617,656.0,414.0,50.0,112.0
coarse,1.7782794100389228,0.6,0.33932134094144056,0.635551948051948,0.21584158415841584,0.6728395061728395,0.6299065420560748,0.3268365817091454,0.6510192060853891,0.5114481834613649,0.7104476750894195,0.3403885161787858,674.0,396.0,53.0,109.0
coarse,0.05623413251903491,0.85,0.381281187403788,0.672077922077922,0.22747747747747749,0.6234567901234568,0.6794392523364486,0.3333333333333333,0.6508463838307498,0.5134282242414746,0.6994346371293413,0.3311265092420119,727.0,343.0,61.0,101.0
refine,0.053088444423098846,0.85,0.38152688495963993,0.672077922077922,0.22747747747747749,0.6234567901234568,0.6794392523364486,0.3333333333333333,0.6508463838307498,0.5137744845401745,0.6994750201915311,0.33101997428952346,727.0,343.0,61.0,101.0
refine,0.03548133892335755,0.85,0.38225626653425776,0.672077922077922,0.22747747747747749,0.6234567901234568,0.6794392523364486,0.3333333333333333,0.6508463838307498,0.5192064185944106,0.6994577131648783,0.3312011332372385,727.0,343.0,61.0,101.0
refine,0.06072021956909886,0.867,0.37440807835870205,0.6574675324675324,0.2222222222222222,0.6419753086419753,0.6598130841121496,0.33015873015873015,0.6508330879103419,0.5128826348256492,0.6994692511826468,0.332039389461591,706.0,364.0,58.0,104.0
refine,0.06072021956909886,0.85,0.37405287856507935,0.6574675324675324,0.2222222222222222,0.6419753086419753,0.6598130841121496,0.33015873015873015,0.6508330879103419,0.5131090898288061,0.6994404061382256,0.3313587986618709,706.0,364.0,58.0,104.0
refine,0.06072021956909886,0.833,0.37412773798093624,0.6574675324675324,0.2222222222222222,0.6419753086419753,0.6598130841121496,0.33015873015873015,0.6508330879103419,0.5133309922036429,0.6993711780316142,0.3307614230088573,706.0,364.0,58.0,104.0
refine,0.053088444423098846,0.833,0.3751297752562422,0.6574675324675324,0.2222222222222222,0.6419753086419753,0.6598130841121496,0.33015873015873015,0.6508330879103419,0.5141046913410928,0.6993365639783085,0.33040694612380594,706.0,364.0,58.0,104.0
refine,0.046415888336127795,0.867,0.3760901969361412,0.6574675324675324,0.2222222222222222,0.6419753086419753,0.6598130841121496,0.33015873015873015,0.6508330879103419,0.5145569858975634,0.6994404061382254,0.331896865985295,706.0,364.0,58.0,104.0
refine,0.046415888336127795,0.85,0.3760043258573407,0.6574675324675324,0.2222222222222222,0.6419753086419753,0.6598130841121496,0.33015873015873015,0.6508330879103419,0.5149705510538988,0.6994750201915312,0.3308389455364509,706.0,364.0,58.0,104.0
refine,0.04058198942243799,0.85,0.3770238003240918,0.6574675324675324,0.2222222222222222,0.6419753086419753,0.6598130841121496,0.33015873015873015,0.6508330879103419,0.5167599877871522,0.699492327218184,0.3308473983897641,706.0,364.0,58.0,104.0
refine,0.03548133892335755,0.867,0.3783545579150995,0.6574675324675324,0.2222222222222222,0.6419753086419753,0.6598130841121496,0.33015873015873015,0.6508330879103419,0.5187373729898728,0.699451944155994,0.33216420590902224,706.0,364.0,58.0,104.0
coarse,0.31622776601683794,0.2,0.37914243309683543,0.6875,0.23389021479713604,0.6049382716049383,0.7,0.3373493975903614,0.6507355761931699,0.5027804276887426,0.718253144109842,0.3333625968424277,749.0,321.0,64.0,98.0
refine,0.06072021956909886,0.817,0.3870144511783279,0.6875,0.23389021479713604,0.6049382716049383,0.7,0.3373493975903614,0.6507355761931699,0.5135005138641313,0.6993481019960772,0.33041120795857115,749.0,321.0,64.0,98.0
refine,0.06072021956909886,0.783,0.3874525075108988,0.6875,0.23389021479713604,0.6049382716049383,0.7,0.3373493975903614,0.6507355761931699,0.513683464444317,0.7001788392754125,0.33146982985442813,749.0,321.0,64.0,98.0
coarse,0.05623413251903491,0.8,0.3871686117903402,0.6875,0.23389021479713604,0.6049382716049383,0.7,0.3373493975903614,0.6507355761931699,0.514293422778442,0.6992557978539288,0.3296586082966796,749.0,321.0,64.0,98.0
refine,0.053088444423098846,0.817,0.3871917972987297,0.6875,0.23389021479713604,0.6049382716049383,0.7,0.3373493975903614,0.6507355761931699,0.5144133773634029,0.6992788738894659,0.32992030123093297,749.0,321.0,64.0,98.0
refine,0.053088444423098846,0.8,0.38689892600492465,0.6875,0.23389021479713604,0.6049382716049383,0.7,0.3373493975903614,0.6507355761931699,0.5147373836225319,0.6993077189338871,0.329458208044614,749.0,321.0,64.0,98.0
coarse,0.05623413251903491,0.75,0.3874427439630656,0.6875,0.23389021479713604,0.6049382716049383,0.7,0.3373493975903614,0.6507355761931699,0.5149486441951736,0.7001961463020653,0.3308790237547158,749.0,321.0,64.0,98.0
refine,0.046415888336127795,0.833,0.3871694078516964,0.6875,0.23389021479713604,0.6049382716049383,0.7,0.3373493975903614,0.6507355761931699,0.5153722673159378,0.6992846428983502,0.33019935140506645,749.0,321.0,64.0,98.0
refine,0.046415888336127795,0.817,0.38668787541481725,0.6875,0.23389021479713604,0.6049382716049383,0.7,0.3373493975903614,0.6507355761931699,0.5157387139320269,0.69928464289835,0.3297745026155776,749.0,321.0,64.0,98.0
refine,0.04058198942243799,0.833,0.3866470357363256,0.6875,0.23389021479713604,0.6049382716049383,0.7,0.3373493975903614,0.6507355761931699,0.5172021125948743,0.6992961809161187,0.3300841549839211,749.0,321.0,64.0,98.0
refine,0.04058198942243799,0.817,0.38630023998773344,0.6875,0.23389021479713604,0.6049382716049383,0.7,0.3373493975903614,0.6507355761931699,0.5175983452291806,0.6992731048805816,0.3296616303436647,749.0,321.0,64.0,98.0
refine,0.03548133892335755,0.833,0.38619317414350696,0.6875,0.23389021479713604,0.6049382716049383,0.7,0.3373493975903614,0.6507355761931699,0.5196449519675828,0.6993077189338872,0.33017011715664857,749.0,321.0,64.0,98.0
refine,0.03548133892335755,0.817,0.3858728700942467,0.6875,0.23389021479713604,0.6049382716049383,0.7,0.3373493975903614,0.6507355761931699,0.5200321339707936,0.6992904119072343,0.32979458945620127,749.0,321.0,64.0,98.0
refine,0.04058198942243799,0.583,0.3882153379476363,0.6875,0.23389021479713604,0.6049382716049383,0.7,0.3373493975903614,0.6507355761931699,0.5217483016474596,0.7004038306218991,0.32294869230342027,749.0,321.0,64.0,98.0
refine,0.03548133892335755,0.6,0.3876781962902795,0.6875,0.23389021479713604,0.6049382716049383,0.7,0.3373493975903614,0.6507355761931699,0.5236263919511602,0.7002942194530979,0.3229075758147814,749.0,321.0,64.0,98.0
refine,0.03548133892335755,0.5,0.3871638194409171,0.6875,0.23389021479713604,0.6049382716049383,0.7,0.3373493975903614,0.6507355761931699,0.5244087091952484,0.701771085727472,0.3208798861305615,749.0,321.0,64.0,98.0
refine,0.03548133892335755,0.517,0.3873256720537106,0.6875,0.23389021479713604,0.6049382716049383,0.7,0.3373493975903614,0.6507355761931699,0.5244309307134202,0.700357678550825,0.32098548071911787,749.0,321.0,64.0,98.0
coarse,0.03162277660168379,0.45,0.3868651788511484,0.6875,0.23389021479713604,0.6049382716049383,0.7,0.3373493975903614,0.6507355761931699,0.5264753716666112,0.7020249221183801,0.319259522796225,749.0,321.0,64.0,98.0
coarse,1.7782794100389228,0.9,0.35000000000000003,0.6525974025974026,0.22058823529411764,0.6481481481481481,0.6532710280373831,0.329153605015674,0.6507045466732708,0.5145581724328353,0.7099457713164878,0.3415472518140519,699.0,371.0,57.0,105.0
